topK,accuracy,precision,recall,F1
0.05,0.7205882352941176,0.0,0.0,0.0
0.05,0.6901408450704225,0.5,0.09090909090909091,0.15384615384615385
0.05,0.6716417910447762,0.3333333333333333,0.047619047619047616,0.08333333333333333
0.05,0.676923076923077,0.0,0.0,0.0
0.05,0.7272727272727273,0.6666666666666666,0.10526315789473684,0.18181818181818182
0.05,0.6307692307692307,0.0,0.0,0.0
0.05,0.8088235294117647,0.3333333333333333,0.08333333333333333,0.13333333333333333
0.05,0.8088235294117647,0.3333333333333333,0.08333333333333333,0.13333333333333333
0.05,0.6984126984126984,0.3333333333333333,0.05555555555555555,0.09523809523809525
0.05,0.7321428571428571,0.6666666666666666,0.125,0.21052631578947367
0.05,0.7288135593220338,0.6666666666666666,0.11764705882352941,0.2
0.05,0.7457627118644068,0.6666666666666666,0.125,0.21052631578947367
0.05,0.7101449275362319,0.3333333333333333,0.05263157894736842,0.09090909090909091
0.05,0.7619047619047619,0.3333333333333333,0.07142857142857142,0.11764705882352941
0.05,0.6911764705882353,0.3333333333333333,0.05,0.08695652173913045
0.05,0.71875,0.0,0.0,0.0
0.05,0.6923076923076923,0.6666666666666666,0.09523809523809523,0.16666666666666666
0.05,0.6176470588235294,0.3333333333333333,0.04,0.07142857142857142
0.05,0.7246376811594203,0.6666666666666666,0.1,0.1739130434782609
0.05,0.71875,0.0,0.0,0.0
0.05,0.7014925373134329,0.6666666666666666,0.09523809523809523,0.16666666666666666
0.05,0.6557377049180327,0.0,0.0,0.0
0.05,0.75,0.3333333333333333,0.0625,0.10526315789473684
0.05,0.703125,0.0,0.0,0.0
0.05,0.6557377049180327,0.3333333333333333,0.05,0.08695652173913045
0.05,0.7323943661971831,0.5,0.10526315789473684,0.17391304347826086
0.05,0.8235294117647058,0.6666666666666666,0.15384615384615385,0.25
0.05,0.7164179104477612,0.6666666666666666,0.1,0.1739130434782609
0.05,0.6615384615384615,0.0,0.0,0.0
0.05,0.6949152542372882,0.3333333333333333,0.058823529411764705,0.1
0.05,0.7846153846153846,0.3333333333333333,0.07692307692307693,0.125
0.05,0.7384615384615385,0.6666666666666666,0.1111111111111111,0.1904761904761905
0.05,0.7213114754098361,1.0,0.15,0.2608695652173913
0.05,0.7419354838709677,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.7575757575757576,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.7288135593220338,0.0,0.0,0.0
0.05,0.6615384615384615,0.3333333333333333,0.047619047619047616,0.08333333333333333
0.05,0.7903225806451613,0.3333333333333333,0.08333333333333333,0.13333333333333333
0.05,0.676923076923077,0.0,0.0,0.0
0.05,0.734375,0.0,0.0,0.0
0.05,0.7241379310344828,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.703125,0.0,0.0,0.0
0.05,0.746268656716418,0.6666666666666666,0.1111111111111111,0.1904761904761905
0.05,0.7636363636363637,0.0,0.0,0.0
0.05,0.7246376811594203,0.6666666666666666,0.1,0.1739130434782609
0.05,0.7727272727272727,1.0,0.16666666666666666,0.2857142857142857
0.05,0.671875,0.0,0.0,0.0
0.05,0.7222222222222222,0.3333333333333333,0.07142857142857142,0.11764705882352941
0.05,0.7205882352941176,0.6666666666666666,0.1,0.1739130434782609
0.05,0.7575757575757576,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.7424242424242424,0.0,0.0,0.0
0.05,0.711864406779661,0.3333333333333333,0.0625,0.10526315789473684
0.05,0.6865671641791045,0.0,0.0,0.0
0.05,0.746031746031746,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.7205882352941176,0.6666666666666666,0.1,0.1739130434782609
0.05,0.7222222222222222,0.6666666666666666,0.125,0.21052631578947367
0.05,0.671875,0.3333333333333333,0.05,0.08695652173913045
0.05,0.7536231884057971,0.3333333333333333,0.0625,0.10526315789473684
0.05,0.7285714285714285,0.25,0.058823529411764705,0.09523809523809523
0.05,0.6811594202898551,0.6666666666666666,0.08695652173913043,0.15384615384615383
0.05,0.7692307692307693,0.3333333333333333,0.07142857142857142,0.11764705882352941
0.05,0.726027397260274,0.5,0.1,0.16666666666666669
0.1,0.6527777777777778,0.14285714285714285,0.05,0.07407407407407408
0.1,0.7727272727272727,0.42857142857142855,0.21428571428571427,0.2857142857142857
0.1,0.6984126984126984,0.3333333333333333,0.11764705882352941,0.1739130434782609
0.1,0.7142857142857143,0.16666666666666666,0.07142857142857142,0.1
0.1,0.7741935483870968,0.5,0.21428571428571427,0.3
0.1,0.676923076923077,0.14285714285714285,0.0625,0.08695652173913043
0.1,0.7246376811594203,0.42857142857142855,0.16666666666666666,0.24
0.1,0.6984126984126984,0.16666666666666666,0.06666666666666667,0.09523809523809522
0.1,0.6857142857142857,0.5714285714285714,0.17391304347826086,0.26666666666666666
0.1,0.671875,0.5,0.14285714285714285,0.22222222222222224
0.1,0.6470588235294118,0.2857142857142857,0.09523809523809523,0.14285714285714285
0.1,0.7230769230769231,0.2857142857142857,0.13333333333333333,0.18181818181818182
0.1,0.7910447761194029,0.5714285714285714,0.26666666666666666,0.36363636363636365
0.1,0.7391304347826086,0.42857142857142855,0.17647058823529413,0.25
0.1,0.746268656716418,0.5714285714285714,0.2222222222222222,0.32
0.1,0.7246376811594203,0.2857142857142857,0.125,0.17391304347826086
0.1,0.7301587301587301,0.3333333333333333,0.13333333333333333,0.19047619047619044
0.1,0.7666666666666667,0.16666666666666666,0.1,0.125
0.1,0.8307692307692308,0.7142857142857143,0.35714285714285715,0.4761904761904762
0.1,0.7014925373134329,0.2857142857142857,0.11764705882352941,0.16666666666666666
0.1,0.6612903225806451,0.3333333333333333,0.10526315789473684,0.16
0.1,0.6451612903225806,0.3333333333333333,0.1,0.15384615384615383
0.1,0.7936507936507936,0.5,0.23076923076923078,0.3157894736842105
0.1,0.7014925373134329,0.7142857142857143,0.21739130434782608,0.3333333333333333
0.1,0.7068965517241379,0.3333333333333333,0.13333333333333333,0.19047619047619044
0.1,0.65625,0.16666666666666666,0.05555555555555555,0.08333333333333333
0.1,0.7258064516129032,0.3333333333333333,0.13333333333333333,0.19047619047619044
0.1,0.7384615384615385,0.42857142857142855,0.1875,0.26086956521739124
0.1,0.7017543859649122,0.5,0.17647058823529413,0.2608695652173913
0.1,0.6911764705882353,0.42857142857142855,0.15,0.2222222222222222
0.1,0.6842105263157895,0.16666666666666666,0.07142857142857142,0.1
0.1,0.7678571428571429,0.5,0.23076923076923078,0.3157894736842105
0.1,0.6666666666666666,0.5,0.14285714285714285,0.22222222222222224
0.1,0.6557377049180327,0.16666666666666666,0.058823529411764705,0.08695652173913045
0.1,0.7101449275362319,0.2857142857142857,0.11764705882352941,0.16666666666666666
0.1,0.75,0.5,0.2,0.28571428571428575
0.1,0.71875,0.3333333333333333,0.125,0.18181818181818182
0.1,0.6984126984126984,0.5,0.15789473684210525,0.23999999999999996
0.1,0.6911764705882353,0.14285714285714285,0.0625,0.08695652173913043
0.1,0.704225352112676,0.5714285714285714,0.18181818181818182,0.27586206896551724
0.1,0.6417910447761194,0.2857142857142857,0.09523809523809523,0.14285714285714285
0.1,0.676923076923077,0.2857142857142857,0.1111111111111111,0.16
0.1,0.696969696969697,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.1,0.6307692307692307,0.2857142857142857,0.09523809523809523,0.14285714285714285
0.1,0.7794117647058824,0.2857142857142857,0.16666666666666666,0.2105263157894737
0.1,0.75,0.14285714285714285,0.08333333333333333,0.10526315789473685
0.1,0.6825396825396826,0.3333333333333333,0.1111111111111111,0.16666666666666666
0.1,0.7142857142857143,0.5,0.1875,0.2727272727272727
0.1,0.711864406779661,0.5,0.17647058823529413,0.2608695652173913
0.1,0.7288135593220338,0.5,0.1875,0.2727272727272727
0.1,0.7101449275362319,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.1,0.746031746031746,0.3333333333333333,0.14285714285714285,0.2
0.1,0.6911764705882353,0.42857142857142855,0.15,0.2222222222222222
0.1,0.734375,0.3333333333333333,0.13333333333333333,0.19047619047619044
0.1,0.7230769230769231,0.7142857142857143,0.23809523809523808,0.35714285714285715
0.1,0.5882352941176471,0.2857142857142857,0.08,0.125
0.1,0.6956521739130435,0.42857142857142855,0.15,0.2222222222222222
0.1,0.734375,0.3333333333333333,0.13333333333333333,0.19047619047619044
0.1,0.6417910447761194,0.2857142857142857,0.09523809523809523,0.14285714285714285
0.1,0.6721311475409836,0.3333333333333333,0.1111111111111111,0.16666666666666666
0.1,0.75,0.42857142857142855,0.1875,0.26086956521739124
0.1,0.71875,0.3333333333333333,0.125,0.18181818181818182
0.1,0.7049180327868853,0.6666666666666666,0.2,0.30769230769230765
0.1,0.7464788732394366,0.5714285714285714,0.21052631578947367,0.3076923076923077
0.1,0.7941176470588235,0.42857142857142855,0.23076923076923078,0.3
0.1,0.6865671641791045,0.42857142857142855,0.15,0.2222222222222222
0.1,0.6307692307692307,0.14285714285714285,0.05263157894736842,0.07692307692307693
0.1,0.711864406779661,0.5,0.17647058823529413,0.2608695652173913
0.1,0.7538461538461538,0.2857142857142857,0.15384615384615385,0.2
0.1,0.7384615384615385,0.5714285714285714,0.2222222222222222,0.32
0.1,0.7049180327868853,0.6666666666666666,0.2,0.30769230769230765
0.1,0.7580645161290323,0.5,0.2,0.28571428571428575
0.1,0.696969696969697,0.14285714285714285,0.06666666666666667,0.09090909090909091
0.1,0.6779661016949152,0.0,0.0,0.0
0.1,0.6615384615384615,0.42857142857142855,0.14285714285714285,0.21428571428571427
0.1,0.7419354838709677,0.16666666666666666,0.08333333333333333,0.1111111111111111
0.1,0.6461538461538462,0.14285714285714285,0.05555555555555555,0.08
0.1,0.71875,0.16666666666666666,0.07142857142857142,0.1
0.1,0.7758620689655172,0.6666666666666666,0.26666666666666666,0.3809523809523809
0.1,0.71875,0.3333333333333333,0.125,0.18181818181818182
0.1,0.6865671641791045,0.2857142857142857,0.1111111111111111,0.16
0.1,0.7090909090909091,0.0,0.0,0.0
0.1,0.6956521739130435,0.42857142857142855,0.15,0.2222222222222222
0.1,0.7424242424242424,0.5714285714285714,0.2222222222222222,0.32
0.1,0.6875,0.3333333333333333,0.1111111111111111,0.16666666666666666
0.1,0.7222222222222222,0.4,0.14285714285714285,0.21052631578947364
0.1,0.7205882352941176,0.5714285714285714,0.2,0.29629629629629634
0.1,0.696969696969697,0.14285714285714285,0.06666666666666667,0.09090909090909091
0.1,0.7424242424242424,0.2857142857142857,0.14285714285714285,0.19047619047619047
0.1,0.6949152542372882,0.3333333333333333,0.125,0.18181818181818182
0.1,0.746268656716418,0.5714285714285714,0.2222222222222222,0.32
0.1,0.7619047619047619,0.5,0.2,0.28571428571428575
0.1,0.7205882352941176,0.5714285714285714,0.2,0.29629629629629634
0.1,0.6851851851851852,0.4,0.125,0.19047619047619047
0.1,0.625,0.16666666666666666,0.05,0.07692307692307691
0.1,0.782608695652174,0.5714285714285714,0.25,0.34782608695652173
0.1,0.7142857142857143,0.2857142857142857,0.11764705882352941,0.16666666666666666
0.1,0.6521739130434783,0.42857142857142855,0.13043478260869565,0.2
0.1,0.7692307692307693,0.42857142857142855,0.21428571428571427,0.2857142857142857
0.1,0.7123287671232876,0.42857142857142855,0.15,0.2222222222222222
0.15,0.6805555555555556,0.36363636363636365,0.2,0.25806451612903225
0.15,0.7272727272727273,0.3,0.21428571428571427,0.25
0.15,0.7142857142857143,0.4444444444444444,0.23529411764705882,0.30769230769230765
0.15,0.6984126984126984,0.2222222222222222,0.14285714285714285,0.17391304347826086
0.15,0.7580645161290323,0.4444444444444444,0.2857142857142857,0.34782608695652173
0.15,0.6615384615384615,0.2,0.125,0.15384615384615385
0.15,0.7101449275362319,0.4,0.2222222222222222,0.2857142857142857
0.15,0.7142857142857143,0.3333333333333333,0.2,0.25
0.15,0.6571428571428571,0.45454545454545453,0.21739130434782608,0.29411764705882354
0.15,0.671875,0.5,0.23809523809523808,0.3225806451612903
0.15,0.6617647058823529,0.4,0.19047619047619047,0.25806451612903225
0.15,0.7384615384615385,0.4,0.26666666666666666,0.32
0.15,0.7761194029850746,0.5,0.3333333333333333,0.4
0.15,0.7246376811594203,0.4,0.23529411764705882,0.29629629629629634
0.15,0.7611940298507462,0.6,0.3333333333333333,0.42857142857142855
0.15,0.6811594202898551,0.2,0.125,0.15384615384615385
0.15,0.746031746031746,0.4444444444444444,0.26666666666666666,0.33333333333333337
0.15,0.7833333333333333,0.3333333333333333,0.3,0.3157894736842105
0.15,0.8153846153846154,0.6,0.42857142857142855,0.5
0.15,0.7164179104477612,0.4,0.23529411764705882,0.29629629629629634
0.15,0.6774193548387096,0.4444444444444444,0.21052631578947367,0.2857142857142857
0.15,0.6290322580645161,0.3333333333333333,0.15,0.20689655172413793
0.15,0.746031746031746,0.3333333333333333,0.23076923076923078,0.27272727272727276
0.15,0.6865671641791045,0.6,0.2608695652173913,0.36363636363636365
0.15,0.7241379310344828,0.4444444444444444,0.26666666666666666,0.33333333333333337
0.15,0.6875,0.4,0.2222222222222222,0.2857142857142857
0.15,0.7419354838709677,0.4444444444444444,0.26666666666666666,0.33333333333333337
0.15,0.7230769230769231,0.4,0.25,0.3076923076923077
0.15,0.6842105263157895,0.4444444444444444,0.23529411764705882,0.30769230769230765
0.15,0.6470588235294118,0.3,0.15,0.2
0.15,0.6666666666666666,0.2222222222222222,0.14285714285714285,0.17391304347826086
0.15,0.7321428571428571,0.375,0.23076923076923078,0.2857142857142857
0.15,0.6190476190476191,0.3333333333333333,0.14285714285714285,0.2
0.15,0.6721311475409836,0.3333333333333333,0.17647058823529413,0.23076923076923078
0.15,0.6956521739130435,0.3,0.17647058823529413,0.22222222222222224
0.15,0.7666666666666667,0.5555555555555556,0.3333333333333333,0.4166666666666667
0.15,0.71875,0.4,0.25,0.3076923076923077
0.15,0.7142857142857143,0.5555555555555556,0.2631578947368421,0.35714285714285715
0.15,0.6764705882352942,0.2,0.125,0.15384615384615385
0.15,0.704225352112676,0.5454545454545454,0.2727272727272727,0.3636363636363636
0.15,0.6865671641791045,0.5,0.23809523809523808,0.3225806451612903
0.15,0.7230769230769231,0.5,0.2777777777777778,0.35714285714285715
0.15,0.7121212121212122,0.5,0.2631578947368421,0.3448275862068966
0.15,0.6153846153846154,0.3,0.14285714285714285,0.19354838709677416
0.15,0.7941176470588235,0.4,0.3333333333333333,0.3636363636363636
0.15,0.7647058823529411,0.3,0.25,0.2727272727272727
0.15,0.7301587301587301,0.5555555555555556,0.2777777777777778,0.3703703703703704
0.15,0.7142857142857143,0.5,0.25,0.3333333333333333
0.15,0.7288135593220338,0.5555555555555556,0.29411764705882354,0.3846153846153846
0.15,0.7457627118644068,0.5555555555555556,0.3125,0.39999999999999997
0.15,0.6956521739130435,0.4,0.21052631578947367,0.27586206896551724
0.15,0.7301587301587301,0.3333333333333333,0.21428571428571427,0.2608695652173913
0.15,0.6764705882352942,0.4,0.2,0.26666666666666666
0.15,0.703125,0.3,0.2,0.24
0.15,0.7384615384615385,0.7,0.3333333333333333,0.45161290322580644
0.15,0.6029411764705882,0.4,0.16,0.22857142857142856
0.15,0.6811594202898551,0.4,0.2,0.26666666666666666
0.15,0.734375,0.4,0.26666666666666666,0.32
0.15,0.6567164179104478,0.4,0.19047619047619047,0.25806451612903225
0.15,0.6557377049180327,0.3333333333333333,0.16666666666666666,0.2222222222222222
0.15,0.7352941176470589,0.4,0.25,0.3076923076923077
0.15,0.71875,0.4,0.25,0.3076923076923077
0.15,0.6885245901639344,0.5555555555555556,0.25,0.3448275862068966
0.15,0.6901408450704225,0.36363636363636365,0.21052631578947367,0.26666666666666666
0.15,0.7794117647058824,0.4,0.3076923076923077,0.34782608695652173
0.15,0.6716417910447762,0.4,0.2,0.26666666666666666
0.15,0.5846153846153846,0.1,0.05263157894736842,0.06896551724137931
0.15,0.6949152542372882,0.4444444444444444,0.23529411764705882,0.30769230769230765
0.15,0.7076923076923077,0.2,0.15384615384615385,0.17391304347826086
0.15,0.6923076923076923,0.4,0.2222222222222222,0.2857142857142857
0.15,0.6885245901639344,0.5555555555555556,0.25,0.3448275862068966
0.15,0.7419354838709677,0.4444444444444444,0.26666666666666666,0.33333333333333337
0.15,0.6818181818181818,0.2,0.13333333333333333,0.16
0.15,0.6610169491525424,0.1111111111111111,0.07692307692307693,0.09090909090909093
0.15,0.6461538461538462,0.4,0.19047619047619047,0.25806451612903225
0.15,0.6935483870967742,0.1111111111111111,0.08333333333333333,0.09523809523809525
0.15,0.6,0.1,0.05555555555555555,0.07142857142857142
0.15,0.71875,0.3,0.21428571428571427,0.25
0.15,0.7931034482758621,0.6666666666666666,0.4,0.5
0.15,0.6875,0.3,0.1875,0.23076923076923075
0.15,0.7014925373134329,0.4,0.2222222222222222,0.2857142857142857
0.15,0.6727272727272727,0.0,0.0,0.0
0.15,0.6811594202898551,0.4,0.2,0.26666666666666666
0.15,0.7272727272727273,0.5,0.2777777777777778,0.35714285714285715
0.15,0.6875,0.4,0.2222222222222222,0.2857142857142857
0.15,0.7407407407407407,0.5,0.2857142857142857,0.36363636363636365
0.15,0.6764705882352942,0.4,0.2,0.26666666666666666
0.15,0.6818181818181818,0.2,0.13333333333333333,0.16
0.15,0.7575757575757576,0.4,0.2857142857142857,0.3333333333333333
0.15,0.711864406779661,0.4444444444444444,0.25,0.32
0.15,0.7611940298507462,0.6,0.3333333333333333,0.42857142857142855
0.15,0.746031746031746,0.4444444444444444,0.26666666666666666,0.33333333333333337
0.15,0.6764705882352942,0.4,0.2,0.26666666666666666
0.15,0.6666666666666666,0.375,0.1875,0.25
0.15,0.59375,0.2,0.1,0.13333333333333333
0.15,0.7681159420289855,0.5,0.3125,0.38461538461538464
0.15,0.7142857142857143,0.36363636363636365,0.23529411764705882,0.2857142857142857
0.15,0.6376811594202898,0.4,0.17391304347826086,0.24242424242424243
0.15,0.7538461538461538,0.4,0.2857142857142857,0.3333333333333333
0.15,0.7123287671232876,0.45454545454545453,0.25,0.3225806451612903
0.2,0.6666666666666666,0.35714285714285715,0.25,0.2941176470588235
0.2,0.7121212121212122,0.3076923076923077,0.2857142857142857,0.29629629629629634
0.2,0.6825396825396826,0.38461538461538464,0.29411764705882354,0.33333333333333337
0.2,0.6984126984126984,0.3076923076923077,0.2857142857142857,0.29629629629629634
0.2,0.7741935483870968,0.5,0.42857142857142855,0.4615384615384615
0.2,0.6461538461538462,0.23076923076923078,0.1875,0.20689655172413793
0.2,0.6811594202898551,0.35714285714285715,0.2777777777777778,0.31250000000000006
0.2,0.7142857142857143,0.38461538461538464,0.3333333333333333,0.3571428571428571
0.2,0.6428571428571429,0.42857142857142855,0.2608695652173913,0.3243243243243243
0.2,0.65625,0.46153846153846156,0.2857142857142857,0.35294117647058826
0.2,0.6617647058823529,0.42857142857142855,0.2857142857142857,0.34285714285714286
0.2,0.7230769230769231,0.38461538461538464,0.3333333333333333,0.3571428571428571
0.2,0.7611940298507462,0.46153846153846156,0.4,0.42857142857142855
0.2,0.7246376811594203,0.42857142857142855,0.35294117647058826,0.3870967741935484
0.2,0.7761194029850746,0.6153846153846154,0.4444444444444444,0.5161290322580646
0.2,0.7101449275362319,0.35714285714285715,0.3125,0.3333333333333333
0.2,0.8095238095238095,0.6153846153846154,0.5333333333333333,0.5714285714285715
0.2,0.7666666666666667,0.3333333333333333,0.4,0.3636363636363636
0.2,0.7692307692307693,0.46153846153846156,0.42857142857142855,0.4444444444444445
0.2,0.7611940298507462,0.5384615384615384,0.4117647058823529,0.4666666666666667
0.2,0.6935483870967742,0.5,0.3157894736842105,0.3870967741935484
0.2,0.5806451612903226,0.25,0.15,0.18749999999999997
0.2,0.7142857142857143,0.3076923076923077,0.3076923076923077,0.3076923076923077
0.2,0.6716417910447762,0.5384615384615384,0.30434782608695654,0.3888888888888889
0.2,0.7758620689655172,0.5833333333333334,0.4666666666666667,0.5185185185185186
0.2,0.671875,0.38461538461538464,0.2777777777777778,0.3225806451612903
0.2,0.6935483870967742,0.3333333333333333,0.26666666666666666,0.2962962962962963
0.2,0.7384615384615385,0.46153846153846156,0.375,0.41379310344827586
0.2,0.6491228070175439,0.36363636363636365,0.23529411764705882,0.2857142857142857
0.2,0.6764705882352942,0.42857142857142855,0.3,0.3529411764705882
0.2,0.631578947368421,0.18181818181818182,0.14285714285714285,0.16
0.2,0.6785714285714286,0.2727272727272727,0.23076923076923078,0.24999999999999994
0.2,0.5873015873015873,0.3076923076923077,0.19047619047619047,0.23529411764705882
0.2,0.6557377049180327,0.3333333333333333,0.23529411764705882,0.27586206896551724
0.2,0.6956521739130435,0.35714285714285715,0.29411764705882354,0.3225806451612903
0.2,0.75,0.5,0.4,0.4444444444444445
0.2,0.671875,0.3076923076923077,0.25,0.27586206896551724
0.2,0.6825396825396826,0.46153846153846156,0.3157894736842105,0.37499999999999994
0.2,0.6764705882352942,0.2857142857142857,0.25,0.26666666666666666
0.2,0.6619718309859155,0.42857142857142855,0.2727272727272727,0.33333333333333326
0.2,0.6417910447761194,0.38461538461538464,0.23809523809523808,0.2941176470588235
0.2,0.7076923076923077,0.46153846153846156,0.3333333333333333,0.3870967741935484
0.2,0.6666666666666666,0.38461538461538464,0.2631578947368421,0.3125
0.2,0.6307692307692307,0.38461538461538464,0.23809523809523808,0.2941176470588235
0.2,0.7352941176470589,0.2857142857142857,0.3333333333333333,0.30769230769230765
0.2,0.7352941176470589,0.2857142857142857,0.3333333333333333,0.30769230769230765
0.2,0.7301587301587301,0.5384615384615384,0.3888888888888889,0.45161290322580644
0.2,0.7321428571428571,0.5454545454545454,0.375,0.4444444444444444
0.2,0.711864406779661,0.5,0.35294117647058826,0.41379310344827586
0.2,0.6949152542372882,0.4166666666666667,0.3125,0.35714285714285715
0.2,0.6956521739130435,0.42857142857142855,0.3157894736842105,0.36363636363636365
0.2,0.6984126984126984,0.3076923076923077,0.2857142857142857,0.29629629629629634
0.2,0.6764705882352942,0.42857142857142855,0.3,0.3529411764705882
0.2,0.6875,0.3076923076923077,0.26666666666666666,0.28571428571428575
0.2,0.7230769230769231,0.6153846153846154,0.38095238095238093,0.47058823529411764
0.2,0.6323529411764706,0.5,0.28,0.358974358974359
0.2,0.6521739130434783,0.35714285714285715,0.25,0.2941176470588235
0.2,0.75,0.46153846153846156,0.4,0.42857142857142855
0.2,0.6119402985074627,0.3076923076923077,0.19047619047619047,0.23529411764705882
0.2,0.639344262295082,0.3333333333333333,0.2222222222222222,0.26666666666666666
0.2,0.7058823529411765,0.35714285714285715,0.3125,0.3333333333333333
0.2,0.703125,0.38461538461538464,0.3125,0.3448275862068966
0.2,0.7049180327868853,0.5833333333333334,0.35,0.4375
0.2,0.704225352112676,0.42857142857142855,0.3157894736842105,0.36363636363636365
0.2,0.75,0.35714285714285715,0.38461538461538464,0.3703703703703704
0.2,0.6567164179104478,0.38461538461538464,0.25,0.30303030303030304
0.2,0.6307692307692307,0.3076923076923077,0.21052631578947367,0.25
0.2,0.711864406779661,0.5,0.35294117647058826,0.41379310344827586
0.2,0.7230769230769231,0.3076923076923077,0.3076923076923077,0.3076923076923077
0.2,0.676923076923077,0.38461538461538464,0.2777777777777778,0.3225806451612903
0.2,0.6721311475409836,0.5,0.3,0.37499999999999994
0.2,0.7580645161290323,0.5,0.4,0.4444444444444445
0.2,0.6666666666666666,0.23076923076923078,0.2,0.21428571428571427
0.2,0.6440677966101694,0.16666666666666666,0.15384615384615385,0.16
0.2,0.6615384615384615,0.46153846153846156,0.2857142857142857,0.35294117647058826
0.2,0.7096774193548387,0.25,0.25,0.25
0.2,0.5846153846153846,0.15384615384615385,0.1111111111111111,0.12903225806451615
0.2,0.765625,0.46153846153846156,0.42857142857142855,0.4444444444444445
0.2,0.7758620689655172,0.5833333333333334,0.4666666666666667,0.5185185185185186
0.2,0.671875,0.3076923076923077,0.25,0.27586206896551724
0.2,0.6865671641791045,0.38461538461538464,0.2777777777777778,0.3225806451612903
0.2,0.6909090909090909,0.18181818181818182,0.2,0.1904761904761905
0.2,0.6521739130434783,0.35714285714285715,0.25,0.2941176470588235
0.2,0.6818181818181818,0.38461538461538464,0.2777777777777778,0.3225806451612903
0.2,0.703125,0.46153846153846156,0.3333333333333333,0.3870967741935484
0.2,0.7222222222222222,0.45454545454545453,0.35714285714285715,0.4
0.2,0.6470588235294118,0.35714285714285715,0.25,0.2941176470588235
0.2,0.7272727272727273,0.38461538461538464,0.3333333333333333,0.3571428571428571
0.2,0.7121212121212122,0.3076923076923077,0.2857142857142857,0.29629629629629634
0.2,0.6949152542372882,0.4166666666666667,0.3125,0.35714285714285715
0.2,0.746268656716418,0.5384615384615384,0.3888888888888889,0.45161290322580644
0.2,0.7142857142857143,0.38461538461538464,0.3333333333333333,0.3571428571428571
0.2,0.6470588235294118,0.35714285714285715,0.25,0.2941176470588235
0.2,0.6851851851851852,0.45454545454545453,0.3125,0.3703703703703703
0.2,0.578125,0.23076923076923078,0.15,0.18181818181818185
0.2,0.7681159420289855,0.5,0.4375,0.4666666666666667
0.2,0.7,0.35714285714285715,0.29411764705882354,0.3225806451612903
0.2,0.6666666666666666,0.5,0.30434782608695654,0.3783783783783784
